! Example aerosol 1, hydrophobic, RH=0%
!
! Log normal: sigma = 2.510
!             rmod  = 0.471 um
!             rmin  = 0.005 um
!             rmax  = 20.00 um
!
! Normalised number density per micron: either ensure the size distribution
! is normalised to 1 particle/cm^3 or specify the --normalise_size argument
! to the rttov_make_scaercoef.exe exectuable.
!
! Number of values
  3604
!
!    Radius      Normalised number density
!     [um]              [um^-1]
!
      0.005000000000      0.000437174389
      0.005011526191      0.000441591140
      0.005023078952      0.000446049721
      0.005034658346      0.000450550498
      0.005046264433      0.000455093839
      0.005057897274      0.000459680119
      0.005069556932      0.000464309710
      0.005081243468      0.000468982992
      0.005092956945      0.000473700345
      0.005104697424      0.000478462152
      0.005116464967      0.000483268802
      0.005128259637      0.000488120684
      0.005140081497      0.000493018191
      0.005151930610      0.000497961720
      0.005163807037      0.000502951669
      0.005175710842      0.000507988441
      0.005187642088      0.000513072441
      0.005199600839      0.000518204078
      0.005211587157      0.000523383764
      0.005223601107      0.000528611915
      0.005235642752      0.000533888948
      0.005247712155      0.000539215285
      0.005259809382      0.000544591350
      0.005271934495      0.000550017573
      0.005284087560      0.000555494384
      0.005296268640      0.000561022219
      0.005308477801      0.000566601515
      0.005320715107      0.000572232714
      0.005332980622      0.000577916262
      0.005345274413      0.000583652605
      0.005357596544      0.000589442198
      0.005369947080      0.000595285494
      0.005382326087      0.000601182952
      0.005394733631      0.000607135036
      0.005407169777      0.000613142210
      0.005419634591      0.000619204945
      0.005432128139      0.000625323713
      0.005444650489      0.000631498992
      0.005457201705      0.000637731261
      0.005469781855      0.000644021004
      0.005482391005      0.000650368710
      0.005495029222      0.000656774870
      0.005507696573      0.000663239979
      0.005520393125      0.000669764535
      0.005533118947      0.000676349042
      0.005545874104      0.000682994006
      0.005558658664      0.000689699938
      0.005571472697      0.000696467351
      0.005584316268      0.000703296765
      0.005597189447      0.000710188700
      0.005610092302      0.000717143683
      0.005623024901      0.000724162243
      0.005635987313      0.000731244915
